yrmo,vendor,invoiceno,amount
202306,WallachBeth,50010523,500.0
202306,WallachBeth,118650523,4060.0
202306,WallachBeth,143020523,5793.0
202306,WallachBeth,144880523,892.0
202306,Wells Fargo Securities,3260,7100.0
202306,Wolverine,WEXQ-1240-MAY-2023,4314.0
202306,XFA,XFA0001779,9120.5
202306,XFA,XFA0001718,1414.5
202306,XFA,XFA0001736,99557.85
202306,XFA IDB,XFA0001756,327.0
202306,XFA IDB,XFA0001661,1750.5
202306,XP Securities,91493583,1537.0
202306,Zayo,2023060008495,35850.82
202306,Zayo,2023060025292,14136.73
202307,Anova Technologies,9206,264933.23
202307,Axion,202306,886.9
202307,Barclays Capital,0723TR330,585.0
202307,Barnes and Thornburg (Holdings),3128573,3380.0
202307,Barnes and Thornburg (Holdings),3128575,4848.0
202307,Barnes and Thornburg (Investments),3128578,55773.5
202307,Bats,SIMP0623-XE,1100.0
202307,Bats,SMPX0623-XE,70.85
202307,Bats,SIMP0623-YE,1100.0
202307,Bats,SMPX0623-YE,43.6
202307,Bats,SIMP0623-AE,1100.0
202307,Bats,SMPX0623-AE,43.6
202307,Bats,SIMP0623-ZE,1100.0
202307,Bats,SMPX0623-ZE,70.85
202307,Bats,SIMP0623a-MD,94363.17
202307,Bats,SMPX0623a-MD,30255.64
202307,Bats,SIMH0623-MD,36440.0
202307,Baycrest,896-6-2023,8745.0
202307,BGC,BGC-Jun-2023-00002039,10015.0
202307,BGC,BGC-Jun-2023-00002201,150.0
202307,Bloomberg,5607601682,35000.0
202307,Bloomberg Colin Batko,5607602034,19809.77
202307,Bloomberg N.Miczek,5607582157,21754.05
202307,BMO,SMPLXTRD_23Jun30_USD_01,3875.0
202307,BNP Paribus,BNPP_Jun_2023_025_00,4100.0
202307,BofAS Concentration Account,425650,376.97
202307,BofAS Concentration Account,445393,472.87
202307,Bridgeview,TGS/NY/SIMP-CH/BLSTD/06/2023,8447.5
202307,BTIG,48915,3150.0
202307,Cable Plus,1075033,1926.27
202307,Canaccord,202306,15076.0
202307,Cantor Fitzgerald,CFE-Jun-2023-000088,625.0
202307,Chapdelaine,CE/36293U/ESO/0623,1365.0
202307,Chapman and Cutler,2051570,20578.0
202307,CIBC World Markets,GUS06302023,3866.0
202307,Citigroup One,SPLX202306,801.48
202307,Cloud9 Technologies LLC,16743,4729.76
202307,CME (Holdings),CI-MD1983712,3687.0
202307,CME (Tech) Auto,CI-00138505,37805.0
202307,CME (Trading - Auto),CI-00138559,115.0
202307,CME (Trading - Auto),CI-00138887,22000.0
202307,CME (Trading ),CI-00138758,500.0
202307,CME (Trading ),CI-00139066,1000.0
202307,CME (Trading) Lester Crockett,CI-00135001,100.0
202307,Cogent,SIMPLEXI90001-202306,1326.2
202307,Comed,"UNIT8,500-202307",2385.07
202307,Cowen,26009,8392.0
202307,Crafty,G52526,859.37
202307,Crafty,G52489,809.14
202307,Crafty,G52428,1030.94
202307,Crafty,G52406,816.81
202307,Crafty,G52326,833.81
202307,Crafty,G52596,878.51
202307,Crafty,G52453,1528.29
202307,Crafty,G52704,1404.99
202307,Crafty,G52724,643.06
202307,Crafty,G52752,671.86
202307,Crafty,G52813,806.17
202307,Crafty,G52805,912.43
202307,Crafty,G52835,1095.27
202307,Crafty,G52866,761.74
202307,Crafty,G52888,647.69
202307,Crafty,G52905,798.38
202307,Crafty,G52948,1046.43
202307,Credit Suisse,0623-SIMTGS2,294.78
202307,Credit Suisse,0623-SIMPBAML2,294.25
202307,Credit Suisse,0623-SIMPBAML,400.88
202307,Credit Suisse,0623-SIMTGS,402.88
202307,Crown Castle,1385550,22445.06
202307,DASH,INV202306024,67262.22
202307,Dealerweb,726501,20650.0
202307,Dinosaur Group,2023-2-May,3250.0
202307,Dow Jones,40169753,13830.37
202307,Dynamex Trading,62441,375.0
202307,Elix  Derivatives,TGS/NY/SIMP-CH/ELIXD/06/2023,7150.0
202307,Equinix,100210487753,173684.09
202307,Evercore ISI,202307,1626.0
202307,FactSet,9KGH2307,2188.32
202307,Fast Market Options,2344,15075.0
202307,Federal Reserve Bank of Chicago,2023308AUGUST,7350.09
202307,Fitness Formulas Club,RPWF-192-202307,440.0
202307,Fog Equities,202306SIMP,2400.71
202307,Fog Equities,202306SIMP-GS,4624.33
202307,Forte,FSU-INV2516-01,40.0
202307,GFI,GFI-Jun-2023-00001740,19017.5
202307,Goldman Sachs,115560GSCO0623USD1,1569.75
202307,GTT Americas ,INV7873776,558.66
202307,GuavaTech,1-26043,1259.2
202307,Hamilton,SIMJun23-102609,2027.0
202307,Hudson Fiber/Extenet Telecom Solutions,FTI-000016620,11569.12
202307,ICAP,NE/36293U/ESO/0623,29580.75
202307,ICE Data,193648606050CHA,3500.0
202307,Instinet,E004TR2306,673022.14
202307,Intelligent Cross,SXTD202307,7475.09
202307,Intelligent Cross,SIMP202307,6584.61
202307,Interactive Brokers,54838,244836.16
202307,INTL FCStone,MIT-SIMPLE0623,1650.0
202307,INTL FCStone,DAL-SIMPLE0623,2615.0
202307,Investment Tools ,Simplex-WS-Y1-Q2-4,15000.0
202307,Investors Exchange LLC,INV10066,3000.0
202307,Jefferies,June 010-551-SIMP5,15706.5
202307,Jones Trading,0623-SIMPLX,4856.25
202307,JP Morgan (ECS),ECS00153202306,349.18
202307,Lakeshore Securities, 0623-0103KK4V          ,19542.0
202307,Lazare Printing Co.,105771,418.12
202307,Level,2023060080,732.9
202307,Level,2023060076,281.54
202307,Magen,MAG2306USD/Simplex/2811,15350.0
202307,Marex,100410-202306,23135.0
202307,Mark IV Brokerage LLC,Simplex202306,6963.2
202307,Market Securities,LMOR00000613,712.0
202307,Matrix Executions (Brian Schaer),8140623,18139.37
202307,Matrix Executions (Consolidator),6220623-2,59230.12
202307,Matrix Executions (HT),6040623,33015.0
202307,Maxim,202306,450.0
202307,McKay Brothers LLC,MBU/2023/0744,3198.75
202307,Memx LLC,C0001865,6397.5
202307,Memx LLC,MD0001279,5373.7
202307,Miax Equities,H097 20230601 - 20230630,8000.0
202307,Miax Equities,H097 20230501 - 20230531,8000.0
202307,Nasdaq Stock Market,0723BSX354103,1000.0
202307,Nasdaq Stock Market,0723PSX349319,1000.0
202307,Nasdaq Stock Market,0723UTP352110,6397.51
202307,Nasdaq Stock Market,0723MDD005434,76788.72
202307,Nasdaq Stock Market,0723NQX356208,159554.78
202307,Nomad,MAG2306USD/Simplex/2810,5807.5
202307,Nomura,212441,19320.0
202307,NYSE Market Data,072025732910MDS,72400.0
202307,NYSE Market Data,819495904274MDS,13781.0
202307,NYSE Tech Connectivity,068058637468NTC,115525.39
202307,OCC,364196,1000.0
202307,OCC,364173,3000.0
202307,Oppenheimer,202306000100371,9325.0
202307,Oppenheimer,202306005510429,1450.0
202307,OPRA,3040832,252.0
202307,OPRA,3041716,31.5
202307,Oscar Gruss,12119,8177.5
202307,OTCeX,I-24463-LLC,4052.5
202307,"Patzik, Frank & Samotny",200852,3577.5
202307,Penserra,PN2306SIMPLEX,9643.12
202307,Piper Sandler,20230601,2562.5
202307,PTR INC-AMEX,AMEX062023,11100.0
202307,Quincy Data,QDU/2023/0475,54112.61
202307,Raymond James,C611-20230601-5399.1,5186.5
202307,Refinitiv,900685721,43815.0
202307,Reputation Partners,254069,12480.0
202307,RosenBlatt Secutities,RBLT-820-6-2023,2462.08
202307,RQD Clearing LLC,202306,3738.5
202307,Sanford Bernstein,202306,750.0
202307,Seaport Global,6478,8440.0
202307,Seaport Global,6479,3650.0
202307,Societe Generale (Options),202306,2184.0
202307,Sodexo,317273,2633.36
202307,Sodexo,317279,1534.81
202307,Sodexo,317280,2498.07
202307,SRT Securities,INV0045145,155.0
202307,SRT Securities,202306SIMPLEX,3540.99
202307,SRT Securities (IX),INV0045145,31376.5
202307,Steptoe & Johnson ,30054439,112238.91
202307,Steptoe & Johnson ,30054489,1725.0
202307,Steptoe & Johnson ,30054883,136995.14
202307,Stifel,07820430,150.0
202307,Stone X,GV-1157,11250.0
202307,Sunrise Brokers,SNF-Jun-2023-000066,12675.0
202307,SVB Leerink,032998,2955.0
202307,TJM,KC141-202306,16181.5
202307,TJM,HA44-202306,320.0
202307,TJM,PT301-202306,6684.0
202307,TJM,WB067-202306,21260.5
202307,Tradition,TGS/NY/SIMP-CH/ELSTD/06/2023,34892.5
202307,Tullett Prebon,T2/37729U/ESO/0623,9056.25
202307,Tullett Prebon (Coex),T3/38169U/ESO/0623,3200.0
202307,UBS Securities,UBSATS-ATSSXTD-0623,2893.29
202307,UBS Securities,UBSATS-ATSSIMP-0623,1440.75
202307,United First Partners,062023,5076.0
202307,United First Partners,202306-SIMP-CHICAGO,265.0
202307,Venable LLP,2602863,4536.5
202307,Virtu,13SETX001_20230630,2178.69
202307,Virtu,1SETT001_06-2023,8919.36
202307,Walkers ,01170683,582.93
202307,Walkers ,01170684,582.93
202307,WallachBeth,121690623,485.0
202307,WallachBeth,143020623,6237.5
202307,WallachBeth,147360623,750.0
202307,WallachBeth,61460623,360.0
202307,WallachBeth,118650623,2263.0
202307,WallachBeth,50010623,250.0
202307,Wells Fargo Securities,3286,1000.0
202307,Wolverine,WEXQ-1240-JUN-2023,1524.0
202307,XFA,XFA0001899,10612.5
202307,XFA,XFA0001973,1562.5
202307,XFA,XFA0001928,90912.2
202307,XFA Futures Nikolai Euro,275148714/1,780.0
202307,XFA IDB,XFA0001916,3147.75
202307,XFA IDB,XFA0002105,1512.5
202307,XP Securities,91545839,125.0
202307,Zayo,2023070008495,35885.4
202307,Zayo,2023070025292,14136.73
202308,Jones Trading,0723-Simplex,6640.0
202308,Baycrest,896-7-2023,10115.0
202308,Piper Sandler,202307,8618.0
202308,RQD Clearing LLC,202307,3807.0
202308,Tullett Prebon,N2/37729U/ESO/0723,8709.05
202309,Anova Technologies,9284,265122.11
202309,Axion,202308,942.32
202309,Barclays Capital,0923TR330,452.62
202309,Barnes and Thornburg (Holdings),3149254,1196.0
202309,Barnes and Thornburg (Investments),3149247,48919.0
202309,Bats,SMPX0823-XE,70.85
202309,Bats,SIMP0823-XE,1100.0
202309,Bats,SIMP0823-YE,1100.0
202309,Bats,SMPX0823-YE,43.6
202309,Bats,SIMP0823-ZE,1100.0
202309,Bats,SMPX0823-ZE,70.85
202309,Bats,SIMP0823-AE,1100.0
202309,Bats,SMPX0823-AE,43.6
202309,Bats,SIMP0823-MD,103959.42
202309,Bats,SIMPX0823-MD,31321.89
202309,Bats,SIMH0823-MD,36690.0
202309,Baycrest,896-8-2023,11947.5
202309,BGC,BGC-Aug-2023-00002863,48.0
202309,BGC,BGC-Aug-2023-00002019,3995.0
202309,BGC,BGC-Aug-2023-00002162,875.0
202309,Bloomberg,5607704444,35000.0
202309,Bloomberg,5607717917,6365.52
202309,Bloomberg Colin Batko,5607702845,20396.89
202309,BMO,SMPLXTRD_23Aug31_USD,6880.0
202309,BNP Paribus,BNPP_Aug_2023_024_00,2937.0
202309,BofAS Concentration Account,462805,179392.73
202309,BofAS Concentration Account,462801,411.45
202309,Bridgeview,TGS/NY/SIMP-CH/BLSTD/08/2023,11600.5
202309,BTIG,49710,8122.0
202309,Canaccord,202308,14292.5
202309,Cantor Fitzgerald,CFE-Aug-2023-000081,185.5
202309,Casey Securities,202308D03S,100.0
202309,Chapdelaine,CE/36293U/ESO/0823,3252.5
202309,Chapman and Cutler,2060044,7652.0
202309,CIBC World Markets,GUS08312023,1176.0
202309,Citigroup One,SPLX202308,731.58
202309,Cloud9 Technologies LLC,19198,4746.31
202309,CME (Holdings),CI-MD2055263,3806.8
202309,CME (Tech) Auto,CI-00140968,37955.0
202309,CME (Trading - Auto),CI-00141335,22000.0
202309,CME (Trading ),CI-00141208,500.0
202309,CME (Trading ),CI-00141510,5000.0
202309,Cogent,SIMPLEXI90001-202308,1326.2
202309,Comed,Unit 8-500-202309,2226.64
202309,Connect Search,SI082384,35000.0
202309,Cowen,26980,8470.0
202309,CPS Recruiting,20823-25AD,54000.0
202309,Crafty,G53599,1252.42
202309,Crafty,G53609,661.5
202309,Crafty,G53622,931.72
202309,Crafty,G53676,106.21
202309,Crafty,G53725,891.55
202309,Crafty,G53697,932.28
202309,Crafty,G53637,548.93
202309,Crafty,G53765,812.34
202309,Crafty,G53834,928.13
202309,Crafty,G54097,781.37
202309,Crafty,G54084,1018.45
202309,Crafty,G54056,930.06
202309,Crafty,G54009,945.42
202309,Crafty,G53975,1163.25
202309,Crafty,G53946,993.0
202309,Crafty,G54115,1009.89
202309,Crafty,G54151,947.11
202309,Crafty,G54171,700.4
202309,Credit Suisse,0823-SIMPBAML,368.88
202309,Credit Suisse,0823-SIMPBAML2,297.05
202309,Credit Suisse,0823-SIMTGS,363.82
202309,Credit Suisse,0823-SIMTGS2,291.49
202309,Crown Castle,1410194,22443.65
202309,DASH,INV202308025,48052.93
202309,Dealerweb,749661,10000.0
202309,Dow Jones,40170548,13830.37
202309,Dynamex Trading,82442,1000.0
202309,Elix  Derivatives,TGS/NY/SIMP-CH/ELIXD/08/2023,6025.0
202309,Equinix,100210505869,169988.9
202309,Evercore ISI,202308,524.5
202309,FactSet,9KGH2309,2188.32
202309,"Faegre, Baker & Daniels",5775944,15439.5
202309,Fast Market Options,2354,2325.0
202309,Federal Reserve Bank of Chicago,2023308OCTOBER,7122.81
202309,Fitness Formulas Club,RPWF192-202309,440.0
202309,Fog Equities,202308SIMP-GS,4442.47
202309,Fog Equities,202308SIMPABN,304.25
202309,Fog Equities,202308SIMP,3081.08
202309,GFI,GFI-Aug-2023-00001773,9757.0
202309,GFI A.Cozzie,GFI-Aug-2023-00003391,200.0
202309,Global Relay,SIN618219,45629.86
202309,Global Relay,SIN620045,199.0
202309,Goldman Sachs,115560GSCO0823USD1,1697.27
202309,GTT Americas ,INV8134440,558.66
202309,GuavaTech,1-26273,1259.2
202309,Guggenheim,EQOP2023-427,3343.0
202309,Hamilton,SIMAug23-102758,1370.0
202309,Hudson Fiber/Extenet Telecom Solutions,FTI-000020041,11577.0
202309,ICAP,NE/36293U/ESO/0823,37906.75
202309,ICE Data,193641189846CHA,3500.0
202309,Instinet,E004TR2308,745590.61
202309,Intelligent Cross,SMPX202309,480.0
202309,Intelligent Cross,SXTD202309,7633.05
202309,Intelligent Cross,SIMP202309,6920.68
202309,Interactive Brokers,55279,236656.35
202309,INTL FCStone,MIT-SIMPLE 0823,600.0
202309,INTL FCStone,DAL-SIMPLE0823,1223.0
202309,Investors Exchange LLC,INV10444,3000.0
202309,Jefferies,SIMP5-August-2023-,14499.0
202309,Jones Trading,0823-SIMPLEX,10620.0
202309,JP Morgan (ECS),ECS00153202308,266.02
202309,Katten Muchin Rosenman LLP,9020147618,873.0
202309,Katten Muchin Rosenman LLP,9020147600,1801.0
202309,Katten Muchin Rosenman LLP,9020147601,3760.0
202309,Katten Muchin Rosenman LLP,9020147602,35004.13
202309,Katten Muchin Rosenman LLP,9020151150,94341.11
202309,Katten Muchin Rosenman LLP,9020151151,2014.0
202309,Katten Muchin Rosenman LLP,9020151154,26918.5
202309,Lakeshore Securities,0823-0103KK4V          ,15918.5
202309,Lakeshore Securities,0823-813758V           ,436.0
202309,Level,2023080078,44.3
202309,Level,2023080077,583.35
202309,Level,2023080082,1010.4
202309,Libucki,202308SIMP,2775.83
202309,Magen,MAG2308USD/Simplex/3362,21225.0
202309,Marex,100410-202308,24146.0
202309,Mark IV Brokerage LLC,Simplex202308,9849.7
202309,Market Securities,LMOR00000682,230.0
202309,Matrix A. Cozzie,9650823,792.0
202309,Matrix Executions (Brian Schaer),8140823,5483.16
202309,Matrix Executions (Consolidator),6220823-2,84389.95
202309,Matrix Executions (Consolidator),6220823-3,54674.17
202309,Matrix Executions (HT),6040823,34819.0
202309,Maxim,202308,275.0
202309,Mayer Brown,100121774,7622.0
202309,Memx LLC,C0002052,6397.5
202309,Memx LLC,MD0001411,5373.7
202309,Miax Equities,H097 20230801 - 20230831,8000.0
202309,Mizuho,2670823,600.0
202309,Nasdaq Stock Market,0923PSX376582,1000.0
202309,Nasdaq Stock Market,0923BSX376736,1000.0
202309,Nasdaq Stock Market,0923UTP375030,6397.51
202309,Nasdaq Stock Market,0923MDD008828,85559.71
202309,Nasdaq Stock Market,0923NQX377570,162474.59
202309,Nomad,MAG2308USD/Simplex/3363,4500.0
202309,Nomura,212849,4100.0
202309,NYSE Market Data,072027861215MDS,72400.0
202309,NYSE Market Data,819498006360MDS,14129.0
202309,NYSE Tech Connectivity,068055921250NTC,114459.12
202309,OCC,367227,1000.0
202309,OCC,367155,3000.0
202309,Oppenheimer,202308000100371,2305.0
202309,Oppenheimer,202308005510429,485.0
202309,OPRA,3052595,252.0
202309,OPRA,3053270,31.5
202309,OPRA,3056480,1800.0
202309,Oscar Gruss,12249,11810.0
202309,OTCeX,I-24694-LLC,4980.0
202309,OTCeX,I-25167-LLC,350.0
202309,OTCeX,I-25183-LLC,5885.0
202309,Penserra,PN2308SIMPLEX,10232.15
202309,Piper Sandler,20230801,5640.0
202309,PTR INC-AMEX,202308,1068.0
202309,PUMA Capital,INV2338,5000.0
202309,Raymond James,C611-20230801-5519.1,9170.0
202309,RosenBlatt Secutities,RBLT-820-8-2023,2393.75
202309,RQD Clearing,202308,1471.5
202309,Seaport Global,6647,17886.0
202309,Seaport Global,6648,4500.0
202309,SingleStore,INUS4970,55800.0
202309,Smarsh,INV-120584,2496.29
202309,Sodexo,317305,2657.37
202309,Sodexo,317306,2652.41
202309,Sodexo,317321,2227.15
202309,Sodexo,317326,2570.53
202309,Sodexo,317328,2639.09
202309,SRT Securities,INV0045291,407.5
202309,SRT Securities,202308SIMPLEX,4848.66
202309,SRT Securities (IX),INV0045291,24565.0
202309,Steptoe & Johnson ,30057313,79283.11
202309,Stifel,078-20461,500.0
202309,Stone X,GV-1172,138750.0
202309,Sunrise Brokers,SNF-Aug-2023-000063,15384.0
202309,SVB Leerink,033425,5697.0
202309,"Swanson, Martin & Bell",1654838,200.0
202309,Third Coast Productions Inc,4280,2102.67
202309,Third Coast Productions Inc,4303,3157.6
202309,TJM,HA44-202308,466.0
202309,TJM,WB067-202308,30011.5
202309,TJM,PT301-202308,1110.0
202309,TJM,KC141-202308,9400.5
202309,Tradition,TGS/NY/SIMP-CH/ELSTD/08/2023,47009.0
202309,UBS Securities,UBSATS-ATSSXTD-0823,2615.33
202309,UBS Securities,UBSATS-ATSSIMP-0823,1431.49
202309,UBS (IDB),202307,24706.0
202309,UBS (IDB),202308,20152.5
202309,UBS (IDB),202306,15511.0
202309,United First Partners,082023,6666.0
202309,United First Partners,202308-SIMP-CHICAGO,237.5
202309,Virtu,13SETX001_20230831,2088.53
202309,Virtu,1SETT001_08-2023,10373.44
202309,WallachBeth,61460823,1325.0
202309,WallachBeth,143020823,5045.0
202309,WallachBeth,118650823,1759.0
202309,Wells Fargo Securities,3386,6575.0
202309,Wolverine,WEXQ-1240-AUG-2023,1818.0
202309,XFA,XFA0002621,10176.5
202309,XFA,XFA0002628,95740.9
202309,XFA,XFA0002410,266.5
202309,XFA IDB,XFA0002430,550.0
202309,XFA IDB,XFA0002428,4434.75
202309,XP Securities,91580693,918.5
202309,Zayo,2023090025292,14136.73
202309,Zayo,2023090008495,35904.95
2023-10-31,Hamilton,SIMSep23-102823,490.0
2023-10-31,ICAP,NE/36293U/ESO/0723 ,25366.25
2023-10-31,Oscar Gruss,12509,11175.0
2023-10-31,Oscar Gruss,12800,7332.5
2023-10-31,Tullett Prebon,N2/37729U/ESO/0823 ,5019.0
2023-10-31,Federal Reserve Bank of Chicago,2023308NOVEMBER,7960.53
2023-11-17,Anova Technologies,9361,271462.06
2023-11-17,Axion,202310,660.0
2023-11-17,Barnes and Thornburg (Holdings),3175013,72.0
2023-11-17,Barnes and Thornburg (Investments),3175015,18257.5
2023-11-17,Barnes and Thornburg (Trading),3175018,804.0
2023-11-17,Bloomberg,5607819424,35000.0
2023-11-17,Bloomberg,5607819525,19798.52
2023-11-17,Cable Plus,1080405,4767.94
2023-11-17,CBOE,SIMH1023-MD,36715.0
2023-11-17,CBOE,SIMPX1023-AE,43.6
2023-11-17,CBOE,SIMP1023-AE,1100.0
2023-11-17,CBOE,SIMP1023-MD,103959.42
2023-11-17,CBOE,SIMPX1023-XE,70.85
2023-11-17,CBOE,SIMP1023-XE,1100.0
2023-11-17,CBOE,SIMPX1023-YE,43.6
2023-11-17,CBOE,SIMP1023-YE,1100.0
2023-11-17,CBOE,SIMPX1023-ZE,70.85
2023-11-17,CBOE,SIMP1023-ZE,1100.0
2023-11-17,CBOE,SIMPX1023-MD,31321.89
2023-11-17,CDW,MT04034,1086.11
2023-11-17,Chapman and Cutler,2070613,12790.0
2023-11-17,Cloud9,21702,4746.31
2023-11-17,CME (Holdings),CI-MD2134263,3806.8
2023-11-17,Comed,UNIT 2TMC1,713.05
2023-11-17,CME (Trading),CI-00144133,2000.0
2023-11-17,CME (Trading) Nikolai,CI-00143599,75.0
2023-11-17,ComEd,"UNIT 8, -500",2220.72
2023-11-17,ComEd,UNIT 8HP2,1391.01
2023-11-17,Employee Benefits Corporation,4226288,4999.92
2023-11-17,Crafty,G54815,1023.64
2023-11-17,Crafty,G54835,919.95
2023-11-17,Crafty,G54847,819.34
2023-11-17,Crafty,G54858,700.92
2023-11-17,Crafty,G54880,1153.94
2023-11-17,Crafty,G54941,106.21
2023-11-17,Crafty,G54956,857.36
2023-11-17,Crafty,G55013,633.49
2023-11-17,Crafty,G55095,828.81
2023-11-17,Crafty,G55137,961.65
2023-11-17,Crafty,G55173,1026.41
2023-11-17,Crafty,G55217,825.96
2023-11-17,Crafty,G55275,1013.28
2023-11-17,Crafty,G55291,1093.47
2023-11-17,Crown Castle,1452302,22669.31
2023-11-17,Curvature,Q1000425,4434.61
2023-11-17,Dow Jones,40171354,13830.37
2023-11-17,Employee Benefits Corporation,4230773,15.84
2023-11-17,Employee Benefits Corporation,4232986,20.0
2023-11-17,Employee Benefits Corporation,4233912,15.99
2023-11-17,Employee Benefits Corporation,4236917,67.0
2023-11-17,Employee Benefits Corporation,4238044,76.35
2023-11-17,Iron Mountain (CC),202789777,487.92
2023-11-17,Equinix,100210519045,174041.23
2023-11-17,FactSet,9KGH2311,2188.32
2023-11-17,FIF,1998,18750.0
2023-11-17,Fooda,S_3518_20231022,2513.85
2023-11-17,Fooda,S_3518_20231029,2225.44
2023-11-17,Goldman Sachs,115560GSCO1023USD1,207.09000000000015
2023-11-17,GTT,INV8361071,558.66
2023-11-17,GuavaTech,I-26513,1269.2
2023-11-17,Tradecraft Outfitters,ORD247037,191.66
2023-11-17,Katten Muchin Rosenman LLP,9020156696,4077.0
2023-11-17,Katten Muchin Rosenman LLP,9020156697,2766.0
2023-11-17,Katten Muchin Rosenman LLP,9020156698,3996.0
2023-11-17,Katten Muchin Rosenman LLP,9020156699,49307.0
2023-11-17,Tradecraft Outfitters,ORD248458,397.37
2023-11-17,Nasdaq,1123BSX399551,1000.0
2023-11-17,Nasdaq,1123MDD012169,91462.08
2023-11-17,Nasdaq,1123NQX405040,159410.21
2023-11-17,Nasdaq,1123PSX399710,1000.0
2023-11-17,Nasdaq,1123UTP398965,6397.51
2023-11-17,Nomura,202309,6400.0
2023-11-17,NYSE Market Data,072025599696MDS,72400.0
2023-11-17,NYSE Market Data,819495757463MDS,14129.0
2023-11-17,NYSE Tech Connectivity,068059905950NTC,114885.62
2023-11-17,OCC,370175,1000.0
2023-11-17,OCC,370226,3000.0
2023-11-17,Office Revolution,12057,3857.63
2023-11-17,OPRA,3064847,504.0
2023-11-17,OPRA,3065627,1031.5
2023-11-17,"Patzik, Frank & Samotny",203328,8302.5
2023-11-17,Reputation Partners,254238,8320.0
2023-11-17,SIFMA,INV-80919-C6S3D3,39761.0
2023-11-17,SingleStore,INUS05407,138656.25
2023-11-17,Sodexo,317348,7219.48
2023-11-17,Sodexo,317354,1059.93
2023-11-17,CME (Tech),CI-00143538,38370.0
2023-11-17,MEMX,SMPA23-10,1788.0
2023-11-17,StayOnline,14917,127.29
2023-11-17,Walkers,1189556,3287.07
2023-11-17,Walkers,1189557,3287.07
2023-11-17,Wall St Access,2245,548.1
2023-11-17,Wall St Access,2250,2226.75
2023-11-17,Zayo,2023110008495,38052.89
2023-11-17,Zayo,2023110025292,15048.43
2023-11-30,Baycrest,896-10-2023,25553.0
2023-11-30,Extenet,FTI-000024302,12050.0
2023-11-30,NYSE Tech Connectivity,068059905950NTC,114885.62
2023-11-30,Baycrest,896-9-2023,13418.5
2023-11-30,Steptoe & Johnson ,30062382,11014.2
2023-11-30,Sodexo,317358,2474.37
2023-11-30,Sodexo,317357,1604.81
2023-11-30,Sodexo,317360,2858.79
2023-11-30,Sodexo,317361,1479.69
2023-11-30,Employee Benefits Corporation,4247849,11740.86
2023-11-30,Employee Benefits Corporation,4246179,570.64
2023-11-30,MEMX,C0002242,6397.5
2023-11-30,ICE Data,193640748052CHA,3500.0
2023-11-30,Crafty,G55353,1063.7
2023-11-30,Crafty,G55336,1036.66
2023-11-30,Fitness Formula Club,RPWF192,580.0
2023-11-30,Steptoe & Johnson ,30064191,28668.4
2023-11-30,BofAS Concentration Account,477554,122049.78
2023-11-30,BofAS Concentration Account,477550,368.72
2023-11-30,MEMX,MD0001544,5373.7
2023-11-30,Instinet,E004TR2310,642281.38
2023-11-30,BGC,47135,4463.5
2023-11-30,AT&T Auto,202311,377.63
2023-11-30,Crafty,G55375,830.45
2023-11-30,Bay Networks,8413,47613.81
2023-11-30,Federal Reserve Bank of Chicago,2023308DECEMBER,7095.09
2023-11-30,RSM (Holdings),CI-10158181,27842.0
2023-11-30,Cogent,202311,3705.55
2023-11-30,BGC,82321,12901.0
2023-11-30,BMO,M_BMO_SMPLXTRD_SMPLXTRD_23Oct31_USD_01,8660.0
2023-11-30,BNP Paribas,BNPP_Oct_2023_023_00,725.0
2023-11-30,Employee Benefits Corporation,4256698,146.71
2023-11-30,Bridgeview,TGS/NY/SIMP-CH/BLSTD/10/2023,10510.0
2023-11-30,BTIG,50477,5930.0
2023-11-30,Canaccord,202310,7655.5
2023-11-30,CIBC World Markets,202310,4024.0
2023-11-30,Citigroup Global Markets ,SPLX202310,170.25
2023-11-30,Cowen,27992,9178.0
2023-11-30,Dealerweb,775031,20250.0
2023-11-30,Dinosaur,2023-09,1450.0
2023-11-30,Dinosaur,2023-10,2070.0
2023-11-30,Dynamex,102442,500.0
2023-11-30,ED&F Man,100410-202310,24615.5
2023-11-30,ELIX Derivatives,TGS/NY/SIMP-CH/ELIXD/10/2023,5890.0
2023-11-30,Evercore ISI,202310,675.0
2023-11-30,FOG Equities,202310SIMP-2,1850.24
2023-11-30,FOG Equities,202310SIMPABN,4515.93
2023-11-30,GFI,GFI-Oct-2023-00003423,700.0
2023-11-30,Guggenheim,EQOP2023-532,4322.0
2023-11-30,Hamilton,202310SIM,1137.5
2023-11-30,ICAP,NE/36293U/ESO/1023,30941.75
2023-11-30,Intelligent Cross,SIMP202311,2902.64
2023-11-30,Intelligent Cross,SMPX202311,3957.42
2023-11-30,JP Morgan ECS,ECS00153202310,0.2
2023-11-30,Leerink,033836,8491.0
2023-11-30,Level,2023100078,429.37
2023-11-30,Level,2023100079,1216.17
2023-11-30,Libucki,202310SIMP,2601.94
2023-11-30,Magen,MAG2310USD/Simplex/4015,13850.0
2023-11-30,Interactive Brokers,202310,656756.38
2023-11-30,Jefferies,SIMP5-October-2023,8266.0
2023-11-30,Key Capital Partners,FV231148,375.0
2023-11-30,Lakeshore Securities,1023-813758V,23073.5
2023-11-30,Maxim,202310,400.0
2023-11-30,Mayer Brown,100143342,22083.0
2023-11-30,Miax Equities,202310,71874.42
2023-11-30,Nomad,MAG2310USD/Simplex/4016,10010.0
2023-11-30,OTCex,I-25211-LLC,1525.0
